計畫名稱,鑽孔編號,TWD97_X,TWD97_Y,鑽孔地表高程,water_depth(m),試驗編號,試驗中文名稱,試驗英文名稱,取樣編號,N_value,統一土壤分類,上限深度(公尺),下限深度(公尺),含水量(岩石)(%),岩心長度(cm),岩心直徑(cm),單軸壓縮強度(kg/cm2),含水量(%),液性限度(%),塑性指數(%),比重,礫石(%),砂(%),粉土(%),黏土(%),統體單位重(t/m3),空隙比,AASHTO分類,塑性限度(%),細料(%),單位重(t/m3),比重(岩石),縮性指數(%),乾單位重(t/m3),D10(mm),D30(mm),D60(mm),D50(mm),尖峰凝聚力(kg/cm2),尖峰內摩擦角(度),不擾動試體無圍壓縮強度(kg/cm2),不擾動試體破壞應變(%),不擾動試體初始含水量(%),不擾動試體初始單位重(t/m3),統體密度(t/m3),破壞應變(%),殘餘凝聚力(kg/cm2),殘餘內摩擦角(度),消散指數1(%),消散指數2(%),凝聚力(kg/cm2),內摩擦角(度),壓縮指數(Cc),有效凝聚力(kg/cm2),有效內摩擦角(度),回脹應變量(%),試體初始含水量(%),試體初始單位重(t/m3),再壓指數(Cr),預壓密壓力(kg/cm2),試體最終含水量(%),試體初始空隙比,試體最終空隙比,試體初始飽和度(%),試體最終飽和度(%),初始含水量(%),初始單位重(t/m3),彈性模數(kg/cm2),乾密度(t/m3),孔隙率(岩石)(%),破壞載重(kg),點載重強度指數(kg/cm2),點載重強度指數(50mm)(kg/cm2),有效尖峰凝聚力(kg/cm2),有效尖峰內摩擦角(度),不擾動試體最終含水量(%),重模試體無圍壓縮強度(kg/cm2),重模試體破壞應變(%),重模試體初始含水量(%),重模試體最終含水量(%),靈敏度,有機物(%),硫酸鹽含量(ppm),亞硫酸鹽含量(ppm),pH 值,氯化物含量(ppm)
國道高速公路橋梁耐震補強第2期工程(第1優先路段)規劃設計追加辦理橋梁耐震評估與補強設計工作,35999916M36_CH-12,184612.4,2516525.5,29.38,3.2,,,,S-5-2,5,ML,7.25,7.7,,,,,25.6,,5.4,2.66,0,36,60,4,,0.69,,,,,,,,,,,,,,,,,,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
國道高速公路橋梁耐震補強第2期工程(第1優先路段)規劃設計追加辦理橋梁耐震評估與補強設計工作,35999916M36_CH-12,184612.4,2516525.5,29.38,3.2,,,,S-6-2,6,CL,8.55,9,,,,,27.7,,25.1,2.72,0,5,56,39,,0.8,,,,,,,,,,,,,,,,,,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
國道高速公路橋梁耐震補強第2期工程(第1優先路段)規劃設計追加辦理橋梁耐震評估與補強設計工作,35999916M36_CH-12,184612.4,2516525.5,29.38,3.2,,,,S-7-2,7,ML,10.05,10.5,,,,,19.1,,11,2.71,0,21,59,20,,0.52,,,,,,,,,,,,,,,,,,2.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
國道高速公路橋梁耐震補強第2期工程(第1優先路段)規劃設計追加辦理橋梁耐震評估與補強設計工作,35999916M36_CH-12,184612.4,2516525.5,29.38,3.2,,,,S-8-2,20,SP-SM,11.55,12,,,,,20.6,,NP,2.65,0,92,8,0,,0.55,,,,,,,,,,,,,,,,,,2.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
國道高速公路橋梁耐震補強第2期工程(第1優先路段)規劃設計追加辦理橋梁耐震評估與補強設計工作,35999916M36_CH-12,184612.4,2516525.5,29.38,3.2,,,,S-9-1,19,SM,13.05,13.5,,,,,20.2,,NP,2.62,0,82,18,0,,0.54,,,,,,,,,,,,,,,,,,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
國道高速公路橋梁耐震補強第2期工程(第1優先路段)規劃設計追加辦理橋梁耐震評估與補強設計工作,35999916M36_CH-12,184612.4,2516525.5,29.38,3.2,,,,S-10-2,12,SM,14.55,15,,,,,23.1,,NP,2.6,0,73,27,0,,0.61,,,,,,,,,,,,,,,,,,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
國道高速公路橋梁耐震補強第2期工程(第1優先路段)規劃設計追加辦理橋梁耐震評估與補強設計工作,35999916M36_CH-12,184612.4,2516525.5,29.38,3.2,,,,S-11-2,7,ML,16.05,16.5,,,,,24.7,,6.7,2.76,0,20,65,15,,0.76,,,,,,,,,,,,,,,,,,1.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
國道高速公路橋梁耐震補強第2期工程(第1優先路段)規劃設計追加辦理橋梁耐震評估與補強設計工作,35999916M36_CH-12,184612.4,2516525.5,29.38,3.2,,,,S-12-2,6,ML,17.55,18,,,,,25.1,,2,2.66,0,30,65,5,,0.67,,,,,,,,,,,,,,,,,,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
國道高速公路橋梁耐震補強第2期工程(第1優先路段)規劃設計追加辦理橋梁耐震評估與補強設計工作,35999916M36_CH-12,184612.4,2516525.5,29.38,3.2,,,,S-13-2,8,ML,19.05,19.5,,,,,22.8,,3.2,2.65,0,37,63,0,,0.68,,,,,,,,,,,,,,,,,,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
國道高速公路橋梁耐震補強第2期工程(第1優先路段)規劃設計追加辦理橋梁耐震評估與補強設計工作,35999916M36_CH-12,184612.4,2516525.5,29.38,3.2,,,,S-14-2,5,ML,20.55,21,,,,,29.4,,6.3,2.71,0,23,66,11,,0.81,,,,,,,,,,,,,,,,,,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
國道高速公路橋梁耐震補強第2期工程(第1優先路段)規劃設計追加辦理橋梁耐震評估與補強設計工作,35999916M36_CH-12,184612.4,2516525.5,29.38,3.2,,,,S-15-2,7,ML,22.05,22.5,,,,,28.1,,4.5,2.67,0,27,58,15,,0.79,,,,,,,,,,,,,,,,,,1.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
國道高速公路橋梁耐震補強第2期工程(第1優先路段)規劃設計追加辦理橋梁耐震評估與補強設計工作,35999916M36_CH-12,184612.4,2516525.5,29.38,3.2,,,,S-16-2,25,SM,23.55,24,,,,,20.1,,NP,2.57,0,69,31,0,,0.57,,,,,,,,,,,,,,,,,,0.197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
國道高速公路橋梁耐震補強第2期工程(第1優先路段)規劃設計追加辦理橋梁耐震評估與補強設計工作,35999916M36_CH-12,184612.4,2516525.5,29.38,3.2,,,,S-17-2,22,SM,25.05,25.5,,,,,20.5,,NP,2.65,0,80,20,0,,0.61,,,,,,,,,,,,,,,,,,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
國道高速公路橋梁耐震補強第2期工程(第1優先路段)規劃設計追加辦理橋梁耐震評估與補強設計工作,35999916M36_CH-12,184612.4,2516525.5,29.38,3.2,,,,S-18-1,26,SM,26.55,27,,,,,8.3,,NP,2.61,31,54,15,0,,0.22,,,,,,,,,,,,,,,,,,2.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
國道高速公路橋梁耐震補強第2期工程(第1優先路段)規劃設計追加辦理橋梁耐震評估與補強設計工作,35999916M36_CH-12,184612.4,2516525.5,29.38,3.2,,,,S-19-1,>100,SM,27.2,27.42,,,,,14.3,,NP,2.66,0,74,26,0,,0.41,,,,,,,,,,,,,,,,,,2.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
國道高速公路橋梁耐震補強第2期工程(第1優先路段)規劃設計追加辦理橋梁耐震評估與補強設計工作,35999916M36_CH-12,184612.4,2516525.5,29.38,3.2,,,,R-1,,,29.7,30,,,,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
國道高速公路橋梁耐震補強第2期工程(第1優先路段)規劃設計追加辦理橋梁耐震評估與補強設計工作,35999916M36_CH-13,184554.54,2516341.19,27.92,,,,,S-1-2,4,ML,1.05,1.5,,,,,18.4,,6.9,2.66,0,20,65,15,,0.49,,,,,,,,,,,,,,,,,,2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
國道高速公路橋梁耐震補強第2期工程(第1優先路段)規劃設計追加辦理橋梁耐震評估與補強設計工作,35999916M36_CH-13,184554.54,2516341.19,27.92,,,,,S-2-2,5,ML,2.55,3,,,,,23.3,,6.7,2.67,0,18,67,15,,0.63,,,,,,,,,,,,,,,,,,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
國道高速公路橋梁耐震補強第2期工程(第1優先路段)規劃設計追加辦理橋梁耐震評估與補強設計工作,35999916M36_CH-13,184554.54,2516341.19,27.92,,,,,S-3-2,5,CL,4.05,4.1,,,,,30.9,,17.5,2.71,0,4,64,32,,0.84,,,,,,,,,,,,,,,,,,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
國道高速公路橋梁耐震補強第2期工程(第1優先路段)規劃設計追加辦理橋梁耐震評估與補強設計工作,35999916M36_CH-13,184554.54,2516341.19,27.92,,,,,S-4-2,7,CH,5.55,6,,,,,26.7,,25.2,2.8,0,3,56,41,,0.75,,,,,,,,,,,,,,,,,,2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
國道高速公路橋梁耐震補強第2期工程(第1優先路段)規劃設計追加辦理橋梁耐震評估與補強設計工作,35999916M36_CH-13,184554.54,2516341.19,27.92,,,,,S-5-2,5,ML,7.05,7.5,,,,,24.6,,3.8,2.7,0,19,70,11,,0.66,,,,,,,,,,,,,,,,,,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
國道高速公路橋梁耐震補強第2期工程(第1優先路段)規劃設計追加辦理橋梁耐震評估與補強設計工作,35999916M36_CH-13,184554.54,2516341.19,27.92,,,,,P-1,,,8.29,8.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.273,,,,,,,,,,,,,,,,,,
國道高速公路橋梁耐震補強第2期工程(第1優先路段)規劃設計追加辦理橋梁耐震評估與補強設計工作,35999916M36_CH-13,184554.54,2516341.19,27.92,,,,,S-6-2,7,ML,8.55,9,,,,,24.9,,10,2.7,0,11,67,22,,0.68,,,,,,,,,,,,,,,,,,2.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
國道高速公路橋梁耐震補強第2期工程(第1優先路段)規劃設計追加辦理橋梁耐震評估與補強設計工作,35999916M36_CH-13,184554.54,2516341.19,27.92,,,,,S-7-2,9,SM,10.05,10.5,,,,,19.8,,NP,2.66,0,68,32,0,,0.53,,,,,,,,,,,,,,,,,,2.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
國道高速公路橋梁耐震補強第2期工程(第1優先路段)規劃設計追加辦理橋梁耐震評估與補強設計工作,35999916M36_CH-13,184554.54,2516341.19,27.92,,,,,S-8-2,4,CL,11.55,12,,,,,25.2,,18.8,2.75,0,4,61,35,,0.72,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
國道高速公路橋梁耐震補強第2期工程(第1優先路段)規劃設計追加辦理橋梁耐震評估與補強設計工作,35999916M36_CH-13,184554.54,2516341.19,27.92,,,,,S-9-2,15,SM,13.05,13.5,,,,,21.5,,NP,2.6,0,85,15,0,,0.59,,,,,,,,,,,,,,,,,,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
國道高速公路橋梁耐震補強第2期工程(第1優先路段)規劃設計追加辦理橋梁耐震評估與補強設計工作,35999916M36_CH-13,184554.54,2516341.19,27.92,,,,,S-10-2,3,ML,14.55,15,,,,,28.6,,5.9,2.68,0,21,65,14,,0.78,,,,,,,,,,,,,,,,,,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
國道高速公路橋梁耐震補強第2期工程(第1優先路段)規劃設計追加辦理橋梁耐震評估與補強設計工作,35999916M36_CH-13,184554.54,2516341.19,27.92,,,,,S-11-2,13,ML,16.05,16.5,,,,,18,,0.7,2.65,0,39,61,0,,0.48,,,,,,,,,,,,,,,,,,2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
國道高速公路橋梁耐震補強第2期工程(第1優先路段)規劃設計追加辦理橋梁耐震評估與補強設計工作,35999916M36_CH-13,184554.54,2516341.19,27.92,,,,,S-12-2,10,ML,17.55,18,,,,,20.3,,10.2,2.7,0,13,66,21,,0.55,,,,,,,,,,,,,,,,,,2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
國道高速公路橋梁耐震補強第2期工程(第1優先路段)規劃設計追加辦理橋梁耐震評估與補強設計工作,35999916M36_CH-13,184554.54,2516341.19,27.92,,,,,S-13-2,5,CL,19.05,19.5,,,,,27,,22.9,2.75,0,9,53,38,,0.78,,,,,,,,,,,,,,,,,,1.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
國道高速公路橋梁耐震補強第2期工程(第1優先路段)規劃設計追加辦理橋梁耐震評估與補強設計工作,35999916M36_CH-13,184554.54,2516341.19,27.92,,,,,S-14-2,23,SM,20.55,21,,,,,23,,NP,2.65,0,80,20,0,,0.61,,,,,,,,,,,,,,,,,,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
國道高速公路橋梁耐震補強第2期工程(第1優先路段)規劃設計追加辦理橋梁耐震評估與補強設計工作,35999916M36_CH-13,184554.54,2516341.19,27.92,,,,,S-15-2,24,SM,22.05,22.5,,,,,24.1,,NP,2.65,0,87,13,0,,0.7,,,,,,,,,,,,,,,,,,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
國道高速公路橋梁耐震補強第2期工程(第1優先路段)規劃設計追加辦理橋梁耐震評估與補強設計工作,35999916M36_CH-13,184554.54,2516341.19,27.92,,,,,S-16-2,25,SM,23.55,24,,,,,24.5,,NP,2.66,0,84,16,0,,0.68,,,,,,,,,,,,,,,,,,1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
國道高速公路橋梁耐震補強第2期工程(第1優先路段)規劃設計追加辦理橋梁耐震評估與補強設計工作,35999916M36_CH-13,184554.54,2516341.19,27.92,,,,,S-17-2,26,SM,25.05,25.5,,,,,20.6,,NP,2.6,0,73,27,0,,0.54,,,,,,,,,,,,,,,,,,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
國道高速公路橋梁耐震補強第2期工程(第1優先路段)規劃設計追加辦理橋梁耐震評估與補強設計工作,35999916M36_CH-13,184554.54,2516341.19,27.92,,,,,S-18-2,28,SM,26.55,27,,,,,15,,NP,2.65,0,82,18,0,,0.42,,,,,,,,,,,,,,,,,,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
國道高速公路橋梁耐震補強第2期工程(第1優先路段)規劃設計追加辦理橋梁耐震評估與補強設計工作,35999916M36_CH-13,184554.54,2516341.19,27.92,,,,,S-19-1,>100,SM,28,28.41,,,,,17,,NP,2.65,0,76,24,0,,0.5,,,,,,,,,,,,,,,,,,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
國道高速公路橋梁耐震補強第2期工程(第1優先路段)規劃設計追加辦理橋梁耐震評估與補強設計工作,35999916M36_CH-14,184551.33,2516295.18,27.72,2.7,,,,S-2-2,5,ML,2.55,3,,,,,23.1,,2.2,2.66,0,30,54,16,,0.62,,,,,,,,,,,,,,,,,,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
國道高速公路橋梁耐震補強第2期工程(第1優先路段)規劃設計追加辦理橋梁耐震評估與補強設計工作,35999916M36_CH-14,184551.33,2516295.18,27.72,2.7,,,,S-3-2,3,ML,4.05,4.1,,,,,24.7,,2.8,2.68,0,39,59,2,,0.66,,,,,,,,,,,,,,,,,,2.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
國道高速公路橋梁耐震補強第2期工程(第1優先路段)規劃設計追加辦理橋梁耐震評估與補強設計工作,35999916M36_CH-14,184551.33,2516295.18,27.72,2.7,,,,S-4-2,2,ML,5.55,6,,,,,21.4,,0.6,2.67,0,39,61,0,,0.63,,,,,,,,,,,,,,,,,,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
國道高速公路橋梁耐震補強第2期工程(第1優先路段)規劃設計追加辦理橋梁耐震評估與補強設計工作,35999916M36_CH-14,184551.33,2516295.18,27.72,2.7,,,,S-5-2,7,ML,7.05,7.5,,,,,21.7,,3.9,2.68,0,26,60,14,,0.58,,,,,,,,,,,,,,,,,,2.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
國道高速公路橋梁耐震補強第2期工程(第1優先路段)規劃設計追加辦理橋梁耐震評估與補強設計工作,35999916M36_CH-14,184551.33,2516295.18,27.72,2.7,,,,S-6-2,8,CL,8.55,9,,,,,22.4,,25,2.77,0,11,61,28,,0.65,,,,,,,,,,,,,,,,,,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
國道高速公路橋梁耐震補強第2期工程(第1優先路段)規劃設計追加辦理橋梁耐震評估與補強設計工作,35999916M36_CH-14,184551.33,2516295.18,27.72,2.7,,,,S-7-2,8,SM,10.05,10.5,,,,,21.8,,NP,2.65,0,69,31,0,,0.65,,,,,,,,,,,,,,,,,,1.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
國道高速公路橋梁耐震補強第2期工程(第1優先路段)規劃設計追加辦理橋梁耐震評估與補強設計工作,35999916M36_CH-14,184551.33,2516295.18,27.72,2.7,,,,S-8-2,14,SM,11.55,12,,,,,20.9,,NP,2.62,0,79,21,0,,0.55,,,,,,,,,,,,,,,,,,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
國道高速公路橋梁耐震補強第2期工程(第1優先路段)規劃設計追加辦理橋梁耐震評估與補強設計工作,35999916M36_CH-14,184551.33,2516295.18,27.72,2.7,,,,S-9-2,5,CL,13.05,13.5,,,,,31.9,,22.9,2.77,0,1,64,35,,1.01,,,,,,,,,,,,,,,,,,1.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
國道高速公路橋梁耐震補強第2期工程(第1優先路段)規劃設計追加辦理橋梁耐震評估與補強設計工作,35999916M36_CH-14,184551.33,2516295.18,27.72,2.7,,,,S-10-2,14,SM,14.55,15,,,,,17.7,,NP,2.57,0,82,18,0,,0.45,,,,,,,,,,,,,,,,,,2.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
國道高速公路橋梁耐震補強第2期工程(第1優先路段)規劃設計追加辦理橋梁耐震評估與補強設計工作,35999916M36_CH-14,184551.33,2516295.18,27.72,2.7,,,,S-11-2,7,ML,16.05,16.5,,,,,24.2,,5.1,2.67,0,26,61,13,,0.65,,,,,,,,,,,,,,,,,,2.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
國道高速公路橋梁耐震補強第2期工程(第1優先路段)規劃設計追加辦理橋梁耐震評估與補強設計工作,35999916M36_CH-14,184551.33,2516295.18,27.72,2.7,,,,S-12-2,5,ML,17.55,18,,,,,31.4,,6.5,2.67,0,22,65,13,,0.85,,,,,,,,,,,,,,,,,,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
國道高速公路橋梁耐震補強第2期工程(第1優先路段)規劃設計追加辦理橋梁耐震評估與補強設計工作,35999916M36_CH-14,184551.33,2516295.18,27.72,2.7,,,,S-13-2,5,ML,19.05,19.5,,,,,26.3,,6.6,2.75,0,20,64,16,,0.76,,,,,,,,,,,,,,,,,,1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
國道高速公路橋梁耐震補強第2期工程(第1優先路段)規劃設計追加辦理橋梁耐震評估與補強設計工作,35999916M36_CH-14,184551.33,2516295.18,27.72,2.7,,,,S-14-2,9,ML,20.55,21,,,,,21.2,,0.4,2.65,0,43,57,0,,0.57,,,,,,,,,,,,,,,,,,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
國道高速公路橋梁耐震補強第2期工程(第1優先路段)規劃設計追加辦理橋梁耐震評估與補強設計工作,35999916M36_CH-14,184551.33,2516295.18,27.72,2.7,,,,T-1,,,21.5,22.25,,,,,,,,,,,,,,,,,,,,,,,,,,0,33.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
國道高速公路橋梁耐震補強第2期工程(第1優先路段)規劃設計追加辦理橋梁耐震評估與補強設計工作,35999916M36_CH-14,184551.33,2516295.18,27.72,2.7,,,,S-15-2,25,SP,22.25,22.7,,,,,22.6,,NP,2.65,0,95,5,0,,0.7,,,,,,,,,,,,,,,,,,1.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
國道高速公路橋梁耐震補強第2期工程(第1優先路段)規劃設計追加辦理橋梁耐震評估與補強設計工作,35999916M36_CH-14,184551.33,2516295.18,27.72,2.7,,,,S-16-1,24,SM,23.55,24,,,,,23,,NP,2.66,0,74,26,0,,0.61,,,,,,,,,,,,,,,,,,2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
國道高速公路橋梁耐震補強第2期工程(第1優先路段)規劃設計追加辦理橋梁耐震評估與補強設計工作,35999916M36_CH-14,184551.33,2516295.18,27.72,2.7,,,,S-17-2,26,SM,25.05,25.5,,,,,24.3,,NP,2.62,0,75,25,0,,0.67,,,,,,,,,,,,,,,,,,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
國道高速公路橋梁耐震補強第2期工程(第1優先路段)規劃設計追加辦理橋梁耐震評估與補強設計工作,35999916M36_CH-14,184551.33,2516295.18,27.72,2.7,,,,S-18-2,23,SP-SM,26.55,27,,,,,22.4,,NP,2.57,0,91,9,0,,0.58,,,,,,,,,,,,,,,,,,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
國道高速公路橋梁耐震補強第2期工程(第1優先路段)規劃設計追加辦理橋梁耐震評估與補強設計工作,35999916M36_CH-14,184551.33,2516295.18,27.72,2.7,,,,S-19-1,>100,SP-SM,28,28.41,,,,,16.9,,NP,2.61,0,89,11,0,,0.45,,,,,,,,,,,,,,,,,,2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
國道高速公路橋梁耐震補強第2期工程(第1優先路段)規劃設計追加辦理橋梁耐震評估與補強設計工作,35999916M36_CH-15,184407.65,2515357.49,26.84,2.25,,,,S-2-2,6,ML,2.55,3,,,,,22.3,,0.4,2.65,0,41,53,6,,0.6,,,,,,,,,,,,,,,,,,2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
國道高速公路橋梁耐震補強第2期工程(第1優先路段)規劃設計追加辦理橋梁耐震評估與補強設計工作,35999916M36_CH-15,184407.65,2515357.49,26.84,2.25,,,,S-3-2,3,ML,4.05,4.1,,,,,24,,8.9,2.7,0,14,63,23,,0.7,,,,,,,,,,,,,,,,,,1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
國道高速公路橋梁耐震補強第2期工程(第1優先路段)規劃設計追加辦理橋梁耐震評估與補強設計工作,35999916M36_CH-15,184407.65,2515357.49,26.84,2.25,,,,S-4-2,2,SM,5.55,6,,,,,24.4,,NP,2.7,0,53,47,0,,0.8,,,,,,,,,,,,,,,,,,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
國道高速公路橋梁耐震補強第2期工程(第1優先路段)規劃設計追加辦理橋梁耐震評估與補強設計工作,35999916M36_CH-15,184407.65,2515357.49,26.84,2.25,,,,S-5-2,13,CH,7.05,7.5,,,,,26.9,,29.9,2.76,0,2,53,45,,0.74,,,,,,,,,,,,,,,,,,2.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
國道高速公路橋梁耐震補強第2期工程(第1優先路段)規劃設計追加辦理橋梁耐震評估與補強設計工作,35999916M36_CH-15,184407.65,2515357.49,26.84,2.25,,,,S-6-2,12,ML,8.55,9,,,,,18.8,,3.1,2.68,0,47,53,0,,0.53,,,,,,,,,,,,,,,,,,2.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
國道高速公路橋梁耐震補強第2期工程(第1優先路段)規劃設計追加辦理橋梁耐震評估與補強設計工作,35999916M36_CH-15,184407.65,2515357.49,26.84,2.25,,,,S-7-2,11,ML,10.05,10.5,,,,,21.7,,0.8,2.67,0,45,55,0,,0.59,,,,,,,,,,,,,,,,,,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
國道高速公路橋梁耐震補強第2期工程(第1優先路段)規劃設計追加辦理橋梁耐震評估與補強設計工作,35999916M36_CH-15,184407.65,2515357.49,26.84,2.25,,,,S-8-2,5,CL,11.55,12,,,,,33,,21.2,2.76,0,6,67,27,,0.91,,,,,,,,,,,,,,,,,,1.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
國道高速公路橋梁耐震補強第2期工程(第1優先路段)規劃設計追加辦理橋梁耐震評估與補強設計工作,35999916M36_CH-15,184407.65,2515357.49,26.84,2.25,,,,S-9-2,6,CL,13.05,13.5,,,,,33,,20.9,2.76,0,9,55,36,,0.91,,,,,,,,,,,,,,,,,,1.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
國道高速公路橋梁耐震補強第2期工程(第1優先路段)規劃設計追加辦理橋梁耐震評估與補強設計工作,35999916M36_CH-15,184407.65,2515357.49,26.84,2.25,,,,T-1,,,14,14.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,19.9,,0,29.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
國道高速公路橋梁耐震補強第2期工程(第1優先路段)規劃設計追加辦理橋梁耐震評估與補強設計工作,35999916M36_CH-15,184407.65,2515357.49,26.84,2.25,,,,S-10-2,8,CL,14.75,15.2,,,,,28.2,,21.3,2.78,0,1,55,44,,0.84,,,,,,,,,,,,,,,,,,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
國道高速公路橋梁耐震補強第2期工程(第1優先路段)規劃設計追加辦理橋梁耐震評估與補強設計工作,35999916M36_CH-15,184407.65,2515357.49,26.84,2.25,,,,S-11-2,5,SM,16.05,16.5,,,,,22.3,,NP,2.57,0,59,41,0,,0.58,,,,,,,,,,,,,,,,,,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
國道高速公路橋梁耐震補強第2期工程(第1優先路段)規劃設計追加辦理橋梁耐震評估與補強設計工作,35999916M36_CH-15,184407.65,2515357.49,26.84,2.25,,,,S-12-2,5,ML,17.55,18,,,,,23,,0.3,2.58,0,39,61,0,,0.59,,,,,,,,,,,,,,,,,,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
